,google_hits0,google_hits1,google_hits2,google_hits3,google_hits4,google_hits5,google_hits6,google_hits7,google_hits8,google_hits9,google_hits10,google_hits11,google_hits12,google_hits13,google_hits14,google_hits15,google_hits16,google_hits17,google_hits18,google_hits19,google_hits20,google_hits21,google_hits22,google_hits23,google_hits24,google_hits25,google_hits26,google_hits27,google_hits28,google_hits29,google_hits30,google_hits31,google_hits32,google_hits33,google_hits34,google_hits35,google_hits36,google_hits37,google_hits38,google_hits39,google_hits40,google_hits41,google_hits42,google_hits43,google_hits44,google_hits45,google_hits46,google_hits47,google_hits48,google_hits49,google_hits50,google_hits51,google_hits52,google_hits53,google_hits54,google_hits55,google_hits56,google_hits57,google_hits58,google_hits59,google_hits60,google_hits61,google_hits62,google_hits63,google_hits64,google_hits65,google_hits66,google_hits67,Dates
5278,1.0,6.0,38.0,4.0,72.0,16.0,9.0,60.0,6.0,31.0,5.0,89.0,4.0,16.0,13.0,88.0,16.0,55.0,14.0,12.0,8.0,57.0,21.0,3.0,8.0,7.0,39.0,42.0,19.0,40.0,2.0,1.0,1.0,57.0,3.0,10.0,17.0,5.0,7.0,7.0,1.0,3.0,7.0,2.0,4.0,3.0,23.0,4.0,9.0,7.0,12.0,4.0,16.0,5.0,23.0,42.0,39.0,3.0,17.0,6.0,1.0,2.0,10.0,6.0,0.0,1.0,1.0,35.0,1/9/12
5279,1.0,6.0,38.0,4.0,72.0,16.0,9.0,60.0,6.0,31.0,5.0,89.0,4.0,16.0,13.0,88.0,16.0,55.0,14.0,12.0,8.0,57.0,21.0,3.0,8.0,7.0,39.0,42.0,19.0,40.0,2.0,1.0,1.0,57.0,3.0,10.0,17.0,5.0,7.0,7.0,1.0,3.0,7.0,2.0,4.0,3.0,23.0,4.0,9.0,7.0,12.0,4.0,16.0,5.0,23.0,42.0,39.0,3.0,17.0,6.0,1.0,2.0,10.0,6.0,0.0,1.0,1.0,35.0,1/10/12
5280,1.0,6.0,38.0,4.0,72.0,16.0,9.0,60.0,6.0,31.0,5.0,89.0,4.0,16.0,13.0,88.0,16.0,55.0,14.0,12.0,8.0,57.0,21.0,3.0,8.0,7.0,39.0,42.0,19.0,40.0,2.0,1.0,1.0,57.0,3.0,10.0,17.0,5.0,7.0,7.0,1.0,3.0,7.0,2.0,4.0,3.0,23.0,4.0,9.0,7.0,12.0,4.0,16.0,5.0,23.0,42.0,39.0,3.0,17.0,6.0,1.0,2.0,10.0,6.0,0.0,1.0,1.0,35.0,1/11/12
5281,1.0,6.0,38.0,4.0,72.0,16.0,9.0,60.0,6.0,31.0,5.0,89.0,4.0,16.0,13.0,88.0,16.0,55.0,14.0,12.0,8.0,57.0,21.0,3.0,8.0,7.0,39.0,42.0,19.0,40.0,2.0,1.0,1.0,57.0,3.0,10.0,17.0,5.0,7.0,7.0,1.0,3.0,7.0,2.0,4.0,3.0,23.0,4.0,9.0,7.0,12.0,4.0,16.0,5.0,23.0,42.0,39.0,3.0,17.0,6.0,1.0,2.0,10.0,6.0,0.0,1.0,1.0,35.0,1/12/12
5282,1.0,6.0,38.0,4.0,72.0,16.0,9.0,60.0,6.0,31.0,5.0,89.0,4.0,16.0,13.0,88.0,16.0,55.0,14.0,12.0,8.0,57.0,21.0,3.0,8.0,7.0,39.0,42.0,19.0,40.0,2.0,1.0,1.0,57.0,3.0,10.0,17.0,5.0,7.0,7.0,1.0,3.0,7.0,2.0,4.0,3.0,23.0,4.0,9.0,7.0,12.0,4.0,16.0,5.0,23.0,42.0,39.0,3.0,17.0,6.0,1.0,2.0,10.0,6.0,0.0,1.0,1.0,35.0,1/13/12
5283,1.0,6.0,38.0,4.0,72.0,16.0,9.0,60.0,6.0,31.0,5.0,89.0,4.0,16.0,13.0,88.0,16.0,55.0,14.0,12.0,8.0,57.0,21.0,3.0,8.0,7.0,39.0,42.0,19.0,40.0,2.0,1.0,1.0,57.0,3.0,10.0,17.0,5.0,7.0,7.0,1.0,3.0,7.0,2.0,4.0,3.0,23.0,4.0,9.0,7.0,12.0,4.0,16.0,5.0,23.0,42.0,39.0,3.0,17.0,6.0,1.0,2.0,10.0,6.0,0.0,1.0,1.0,35.0,1/17/12
5284,1.0,6.0,38.0,4.0,72.0,16.0,9.0,60.0,6.0,31.0,5.0,89.0,4.0,16.0,13.0,88.0,16.0,55.0,14.0,12.0,8.0,57.0,21.0,3.0,8.0,7.0,39.0,42.0,19.0,40.0,2.0,1.0,1.0,57.0,3.0,10.0,17.0,5.0,7.0,7.0,1.0,3.0,7.0,2.0,4.0,3.0,23.0,4.0,9.0,7.0,12.0,4.0,16.0,5.0,23.0,42.0,39.0,3.0,17.0,6.0,1.0,2.0,10.0,6.0,0.0,1.0,1.0,35.0,1/18/12
5285,1.0,6.0,38.0,4.0,72.0,16.0,9.0,60.0,6.0,31.0,5.0,89.0,4.0,16.0,13.0,88.0,16.0,55.0,14.0,12.0,8.0,57.0,21.0,3.0,8.0,7.0,39.0,42.0,19.0,40.0,2.0,1.0,1.0,57.0,3.0,10.0,17.0,5.0,7.0,7.0,1.0,3.0,7.0,2.0,4.0,3.0,23.0,4.0,9.0,7.0,12.0,4.0,16.0,5.0,23.0,42.0,39.0,3.0,17.0,6.0,1.0,2.0,10.0,6.0,0.0,1.0,1.0,35.0,1/19/12
5286,1.0,6.0,38.0,4.0,72.0,16.0,9.0,60.0,6.0,31.0,5.0,89.0,4.0,16.0,13.0,88.0,16.0,55.0,14.0,12.0,8.0,57.0,21.0,3.0,8.0,7.0,39.0,42.0,19.0,40.0,2.0,1.0,1.0,57.0,3.0,10.0,17.0,5.0,7.0,7.0,1.0,3.0,7.0,2.0,4.0,3.0,23.0,4.0,9.0,7.0,12.0,4.0,16.0,5.0,23.0,42.0,39.0,3.0,17.0,6.0,1.0,2.0,10.0,6.0,0.0,1.0,1.0,35.0,1/20/12
5287,1.0,6.0,38.0,4.0,72.0,16.0,9.0,60.0,6.0,31.0,5.0,89.0,4.0,16.0,13.0,88.0,16.0,55.0,14.0,12.0,8.0,57.0,21.0,3.0,8.0,7.0,39.0,42.0,19.0,40.0,2.0,1.0,1.0,57.0,3.0,10.0,17.0,5.0,7.0,7.0,1.0,3.0,7.0,2.0,4.0,3.0,23.0,4.0,9.0,7.0,12.0,4.0,16.0,5.0,23.0,42.0,39.0,3.0,17.0,6.0,1.0,2.0,10.0,6.0,0.0,1.0,1.0,35.0,1/23/12
5288,1.0,6.0,38.0,4.0,72.0,16.0,9.0,60.0,6.0,31.0,5.0,89.0,4.0,16.0,13.0,88.0,16.0,55.0,14.0,12.0,8.0,57.0,21.0,3.0,8.0,7.0,39.0,42.0,19.0,40.0,2.0,1.0,1.0,57.0,3.0,10.0,17.0,5.0,7.0,7.0,1.0,3.0,7.0,2.0,4.0,3.0,23.0,4.0,9.0,7.0,12.0,4.0,16.0,5.0,23.0,42.0,39.0,3.0,17.0,6.0,1.0,2.0,10.0,6.0,0.0,1.0,1.0,35.0,1/24/12
5289,1.0,6.0,38.0,4.0,72.0,16.0,9.0,60.0,6.0,31.0,5.0,89.0,4.0,16.0,13.0,88.0,16.0,55.0,14.0,12.0,8.0,57.0,21.0,3.0,8.0,7.0,39.0,42.0,19.0,40.0,2.0,1.0,1.0,57.0,3.0,10.0,17.0,5.0,7.0,7.0,1.0,3.0,7.0,2.0,4.0,3.0,23.0,4.0,9.0,7.0,12.0,4.0,16.0,5.0,23.0,42.0,39.0,3.0,17.0,6.0,1.0,2.0,10.0,6.0,0.0,1.0,1.0,35.0,1/25/12
5290,1.0,6.0,38.0,4.0,72.0,16.0,9.0,60.0,6.0,31.0,5.0,89.0,4.0,16.0,13.0,88.0,16.0,55.0,14.0,12.0,8.0,57.0,21.0,3.0,8.0,7.0,39.0,42.0,19.0,40.0,2.0,1.0,1.0,57.0,3.0,10.0,17.0,5.0,7.0,7.0,1.0,3.0,7.0,2.0,4.0,3.0,23.0,4.0,9.0,7.0,12.0,4.0,16.0,5.0,23.0,42.0,39.0,3.0,17.0,6.0,1.0,2.0,10.0,6.0,0.0,1.0,1.0,35.0,1/26/12
5291,1.0,6.0,38.0,4.0,72.0,16.0,9.0,60.0,6.0,31.0,5.0,89.0,4.0,16.0,13.0,88.0,16.0,55.0,14.0,12.0,8.0,57.0,21.0,3.0,8.0,7.0,39.0,42.0,19.0,40.0,2.0,1.0,1.0,57.0,3.0,10.0,17.0,5.0,7.0,7.0,1.0,3.0,7.0,2.0,4.0,3.0,23.0,4.0,9.0,7.0,12.0,4.0,16.0,5.0,23.0,42.0,39.0,3.0,17.0,6.0,1.0,2.0,10.0,6.0,0.0,1.0,1.0,35.0,1/27/12
5292,1.0,6.0,38.0,4.0,72.0,16.0,9.0,60.0,6.0,31.0,5.0,89.0,4.0,16.0,13.0,88.0,16.0,55.0,14.0,12.0,8.0,57.0,21.0,3.0,8.0,7.0,39.0,42.0,19.0,40.0,2.0,1.0,1.0,57.0,3.0,10.0,17.0,5.0,7.0,7.0,1.0,3.0,7.0,2.0,4.0,3.0,23.0,4.0,9.0,7.0,12.0,4.0,16.0,5.0,23.0,42.0,39.0,3.0,17.0,6.0,1.0,2.0,10.0,6.0,0.0,1.0,1.0,35.0,1/30/12
5293,1.0,6.0,38.0,4.0,72.0,16.0,9.0,60.0,6.0,31.0,5.0,89.0,4.0,16.0,13.0,88.0,16.0,55.0,14.0,12.0,8.0,57.0,21.0,3.0,8.0,7.0,39.0,42.0,19.0,40.0,2.0,1.0,1.0,57.0,3.0,10.0,17.0,5.0,7.0,7.0,1.0,3.0,7.0,2.0,4.0,3.0,23.0,4.0,9.0,7.0,12.0,4.0,16.0,5.0,23.0,42.0,39.0,3.0,17.0,6.0,1.0,2.0,10.0,6.0,0.0,1.0,1.0,35.0,1/31/12
5294,1.0,6.0,40.0,4.0,74.0,17.0,10.0,61.0,7.0,36.0,5.0,89.0,4.0,16.0,11.0,85.0,17.0,56.0,15.0,13.0,8.0,65.0,21.0,3.0,7.0,8.0,41.0,42.0,16.0,39.0,2.0,1.0,1.0,53.0,3.0,9.0,19.0,7.0,9.0,8.0,1.0,3.0,8.0,2.0,4.0,3.0,22.0,5.0,8.0,10.0,13.0,5.0,18.0,4.0,31.0,45.0,42.0,3.0,27.0,6.0,1.0,2.0,9.0,7.0,0.0,0.0,1.0,35.0,2/1/12
5295,1.0,6.0,40.0,4.0,74.0,17.0,10.0,61.0,7.0,36.0,5.0,89.0,4.0,16.0,11.0,85.0,17.0,56.0,15.0,13.0,8.0,65.0,21.0,3.0,7.0,8.0,41.0,42.0,16.0,39.0,2.0,1.0,1.0,53.0,3.0,9.0,19.0,7.0,9.0,8.0,1.0,3.0,8.0,2.0,4.0,3.0,22.0,5.0,8.0,10.0,13.0,5.0,18.0,4.0,31.0,45.0,42.0,3.0,27.0,6.0,1.0,2.0,9.0,7.0,0.0,0.0,1.0,35.0,2/2/12
5296,1.0,6.0,40.0,4.0,74.0,17.0,10.0,61.0,7.0,36.0,5.0,89.0,4.0,16.0,11.0,85.0,17.0,56.0,15.0,13.0,8.0,65.0,21.0,3.0,7.0,8.0,41.0,42.0,16.0,39.0,2.0,1.0,1.0,53.0,3.0,9.0,19.0,7.0,9.0,8.0,1.0,3.0,8.0,2.0,4.0,3.0,22.0,5.0,8.0,10.0,13.0,5.0,18.0,4.0,31.0,45.0,42.0,3.0,27.0,6.0,1.0,2.0,9.0,7.0,0.0,0.0,1.0,35.0,2/3/12
5297,1.0,6.0,40.0,4.0,74.0,17.0,10.0,61.0,7.0,36.0,5.0,89.0,4.0,16.0,11.0,85.0,17.0,56.0,15.0,13.0,8.0,65.0,21.0,3.0,7.0,8.0,41.0,42.0,16.0,39.0,2.0,1.0,1.0,53.0,3.0,9.0,19.0,7.0,9.0,8.0,1.0,3.0,8.0,2.0,4.0,3.0,22.0,5.0,8.0,10.0,13.0,5.0,18.0,4.0,31.0,45.0,42.0,3.0,27.0,6.0,1.0,2.0,9.0,7.0,0.0,0.0,1.0,35.0,2/6/12
5298,1.0,6.0,40.0,4.0,74.0,17.0,10.0,61.0,7.0,36.0,5.0,89.0,4.0,16.0,11.0,85.0,17.0,56.0,15.0,13.0,8.0,65.0,21.0,3.0,7.0,8.0,41.0,42.0,16.0,39.0,2.0,1.0,1.0,53.0,3.0,9.0,19.0,7.0,9.0,8.0,1.0,3.0,8.0,2.0,4.0,3.0,22.0,5.0,8.0,10.0,13.0,5.0,18.0,4.0,31.0,45.0,42.0,3.0,27.0,6.0,1.0,2.0,9.0,7.0,0.0,0.0,1.0,35.0,2/7/12
5299,1.0,6.0,40.0,4.0,74.0,17.0,10.0,61.0,7.0,36.0,5.0,89.0,4.0,16.0,11.0,85.0,17.0,56.0,15.0,13.0,8.0,65.0,21.0,3.0,7.0,8.0,41.0,42.0,16.0,39.0,2.0,1.0,1.0,53.0,3.0,9.0,19.0,7.0,9.0,8.0,1.0,3.0,8.0,2.0,4.0,3.0,22.0,5.0,8.0,10.0,13.0,5.0,18.0,4.0,31.0,45.0,42.0,3.0,27.0,6.0,1.0,2.0,9.0,7.0,0.0,0.0,1.0,35.0,2/8/12
5300,1.0,6.0,40.0,4.0,74.0,17.0,10.0,61.0,7.0,36.0,5.0,89.0,4.0,16.0,11.0,85.0,17.0,56.0,15.0,13.0,8.0,65.0,21.0,3.0,7.0,8.0,41.0,42.0,16.0,39.0,2.0,1.0,1.0,53.0,3.0,9.0,19.0,7.0,9.0,8.0,1.0,3.0,8.0,2.0,4.0,3.0,22.0,5.0,8.0,10.0,13.0,5.0,18.0,4.0,31.0,45.0,42.0,3.0,27.0,6.0,1.0,2.0,9.0,7.0,0.0,0.0,1.0,35.0,2/9/12
5301,1.0,6.0,40.0,4.0,74.0,17.0,10.0,61.0,7.0,36.0,5.0,89.0,4.0,16.0,11.0,85.0,17.0,56.0,15.0,13.0,8.0,65.0,21.0,3.0,7.0,8.0,41.0,42.0,16.0,39.0,2.0,1.0,1.0,53.0,3.0,9.0,19.0,7.0,9.0,8.0,1.0,3.0,8.0,2.0,4.0,3.0,22.0,5.0,8.0,10.0,13.0,5.0,18.0,4.0,31.0,45.0,42.0,3.0,27.0,6.0,1.0,2.0,9.0,7.0,0.0,0.0,1.0,35.0,2/10/12
5302,1.0,6.0,40.0,4.0,74.0,17.0,10.0,61.0,7.0,36.0,5.0,89.0,4.0,16.0,11.0,85.0,17.0,56.0,15.0,13.0,8.0,65.0,21.0,3.0,7.0,8.0,41.0,42.0,16.0,39.0,2.0,1.0,1.0,53.0,3.0,9.0,19.0,7.0,9.0,8.0,1.0,3.0,8.0,2.0,4.0,3.0,22.0,5.0,8.0,10.0,13.0,5.0,18.0,4.0,31.0,45.0,42.0,3.0,27.0,6.0,1.0,2.0,9.0,7.0,0.0,0.0,1.0,35.0,2/13/12
5303,1.0,6.0,40.0,4.0,74.0,17.0,10.0,61.0,7.0,36.0,5.0,89.0,4.0,16.0,11.0,85.0,17.0,56.0,15.0,13.0,8.0,65.0,21.0,3.0,7.0,8.0,41.0,42.0,16.0,39.0,2.0,1.0,1.0,53.0,3.0,9.0,19.0,7.0,9.0,8.0,1.0,3.0,8.0,2.0,4.0,3.0,22.0,5.0,8.0,10.0,13.0,5.0,18.0,4.0,31.0,45.0,42.0,3.0,27.0,6.0,1.0,2.0,9.0,7.0,0.0,0.0,1.0,35.0,2/14/12
5304,1.0,6.0,40.0,4.0,74.0,17.0,10.0,61.0,7.0,36.0,5.0,89.0,4.0,16.0,11.0,85.0,17.0,56.0,15.0,13.0,8.0,65.0,21.0,3.0,7.0,8.0,41.0,42.0,16.0,39.0,2.0,1.0,1.0,53.0,3.0,9.0,19.0,7.0,9.0,8.0,1.0,3.0,8.0,2.0,4.0,3.0,22.0,5.0,8.0,10.0,13.0,5.0,18.0,4.0,31.0,45.0,42.0,3.0,27.0,6.0,1.0,2.0,9.0,7.0,0.0,0.0,1.0,35.0,2/15/12
5305,1.0,6.0,40.0,4.0,74.0,17.0,10.0,61.0,7.0,36.0,5.0,89.0,4.0,16.0,11.0,85.0,17.0,56.0,15.0,13.0,8.0,65.0,21.0,3.0,7.0,8.0,41.0,42.0,16.0,39.0,2.0,1.0,1.0,53.0,3.0,9.0,19.0,7.0,9.0,8.0,1.0,3.0,8.0,2.0,4.0,3.0,22.0,5.0,8.0,10.0,13.0,5.0,18.0,4.0,31.0,45.0,42.0,3.0,27.0,6.0,1.0,2.0,9.0,7.0,0.0,0.0,1.0,35.0,2/16/12
5306,1.0,6.0,40.0,4.0,74.0,17.0,10.0,61.0,7.0,36.0,5.0,89.0,4.0,16.0,11.0,85.0,17.0,56.0,15.0,13.0,8.0,65.0,21.0,3.0,7.0,8.0,41.0,42.0,16.0,39.0,2.0,1.0,1.0,53.0,3.0,9.0,19.0,7.0,9.0,8.0,1.0,3.0,8.0,2.0,4.0,3.0,22.0,5.0,8.0,10.0,13.0,5.0,18.0,4.0,31.0,45.0,42.0,3.0,27.0,6.0,1.0,2.0,9.0,7.0,0.0,0.0,1.0,35.0,2/17/12
5307,1.0,6.0,40.0,4.0,74.0,17.0,10.0,61.0,7.0,36.0,5.0,89.0,4.0,16.0,11.0,85.0,17.0,56.0,15.0,13.0,8.0,65.0,21.0,3.0,7.0,8.0,41.0,42.0,16.0,39.0,2.0,1.0,1.0,53.0,3.0,9.0,19.0,7.0,9.0,8.0,1.0,3.0,8.0,2.0,4.0,3.0,22.0,5.0,8.0,10.0,13.0,5.0,18.0,4.0,31.0,45.0,42.0,3.0,27.0,6.0,1.0,2.0,9.0,7.0,0.0,0.0,1.0,35.0,2/21/12
5308,1.0,6.0,40.0,4.0,74.0,17.0,10.0,61.0,7.0,36.0,5.0,89.0,4.0,16.0,11.0,85.0,17.0,56.0,15.0,13.0,8.0,65.0,21.0,3.0,7.0,8.0,41.0,42.0,16.0,39.0,2.0,1.0,1.0,53.0,3.0,9.0,19.0,7.0,9.0,8.0,1.0,3.0,8.0,2.0,4.0,3.0,22.0,5.0,8.0,10.0,13.0,5.0,18.0,4.0,31.0,45.0,42.0,3.0,27.0,6.0,1.0,2.0,9.0,7.0,0.0,0.0,1.0,35.0,2/22/12
5309,1.0,6.0,40.0,4.0,74.0,17.0,10.0,61.0,7.0,36.0,5.0,89.0,4.0,16.0,11.0,85.0,17.0,56.0,15.0,13.0,8.0,65.0,21.0,3.0,7.0,8.0,41.0,42.0,16.0,39.0,2.0,1.0,1.0,53.0,3.0,9.0,19.0,7.0,9.0,8.0,1.0,3.0,8.0,2.0,4.0,3.0,22.0,5.0,8.0,10.0,13.0,5.0,18.0,4.0,31.0,45.0,42.0,3.0,27.0,6.0,1.0,2.0,9.0,7.0,0.0,0.0,1.0,35.0,2/23/12
5310,1.0,6.0,40.0,4.0,74.0,17.0,10.0,61.0,7.0,36.0,5.0,89.0,4.0,16.0,11.0,85.0,17.0,56.0,15.0,13.0,8.0,65.0,21.0,3.0,7.0,8.0,41.0,42.0,16.0,39.0,2.0,1.0,1.0,53.0,3.0,9.0,19.0,7.0,9.0,8.0,1.0,3.0,8.0,2.0,4.0,3.0,22.0,5.0,8.0,10.0,13.0,5.0,18.0,4.0,31.0,45.0,42.0,3.0,27.0,6.0,1.0,2.0,9.0,7.0,0.0,0.0,1.0,35.0,2/24/12
5311,1.0,6.0,40.0,4.0,74.0,17.0,10.0,61.0,7.0,36.0,5.0,89.0,4.0,16.0,11.0,85.0,17.0,56.0,15.0,13.0,8.0,65.0,21.0,3.0,7.0,8.0,41.0,42.0,16.0,39.0,2.0,1.0,1.0,53.0,3.0,9.0,19.0,7.0,9.0,8.0,1.0,3.0,8.0,2.0,4.0,3.0,22.0,5.0,8.0,10.0,13.0,5.0,18.0,4.0,31.0,45.0,42.0,3.0,27.0,6.0,1.0,2.0,9.0,7.0,0.0,0.0,1.0,35.0,2/27/12
5312,1.0,6.0,40.0,4.0,74.0,17.0,10.0,61.0,7.0,36.0,5.0,89.0,4.0,16.0,11.0,85.0,17.0,56.0,15.0,13.0,8.0,65.0,21.0,3.0,7.0,8.0,41.0,42.0,16.0,39.0,2.0,1.0,1.0,53.0,3.0,9.0,19.0,7.0,9.0,8.0,1.0,3.0,8.0,2.0,4.0,3.0,22.0,5.0,8.0,10.0,13.0,5.0,18.0,4.0,31.0,45.0,42.0,3.0,27.0,6.0,1.0,2.0,9.0,7.0,0.0,0.0,1.0,35.0,2/28/12
5313,1.0,6.0,40.0,4.0,74.0,17.0,10.0,61.0,7.0,36.0,5.0,89.0,4.0,16.0,11.0,85.0,17.0,56.0,15.0,13.0,8.0,65.0,21.0,3.0,7.0,8.0,41.0,42.0,16.0,39.0,2.0,1.0,1.0,53.0,3.0,9.0,19.0,7.0,9.0,8.0,1.0,3.0,8.0,2.0,4.0,3.0,22.0,5.0,8.0,10.0,13.0,5.0,18.0,4.0,31.0,45.0,42.0,3.0,27.0,6.0,1.0,2.0,9.0,7.0,0.0,0.0,1.0,35.0,2/29/12
5314,1.0,6.0,40.0,4.0,74.0,17.0,10.0,61.0,7.0,36.0,5.0,89.0,4.0,16.0,11.0,85.0,17.0,56.0,15.0,13.0,8.0,65.0,21.0,3.0,7.0,8.0,41.0,42.0,16.0,39.0,2.0,1.0,1.0,53.0,3.0,9.0,19.0,7.0,9.0,8.0,1.0,3.0,8.0,2.0,4.0,3.0,22.0,5.0,8.0,10.0,13.0,5.0,18.0,4.0,31.0,45.0,42.0,3.0,27.0,6.0,1.0,2.0,9.0,7.0,0.0,0.0,1.0,35.0,3/1/12
5315,1.0,5.0,39.0,4.0,68.0,17.0,10.0,58.0,6.0,34.0,5.0,86.0,4.0,14.0,10.0,87.0,16.0,55.0,15.0,13.0,8.0,55.0,18.0,3.0,7.0,8.0,39.0,38.0,14.0,39.0,2.0,1.0,1.0,47.0,3.0,10.0,13.0,5.0,8.0,8.0,1.0,3.0,8.0,2.0,4.0,2.0,23.0,5.0,6.0,7.0,14.0,4.0,17.0,5.0,21.0,49.0,39.0,3.0,18.0,5.0,1.0,1.0,8.0,6.0,0.0,1.0,1.0,32.0,3/2/12
5316,1.0,5.0,39.0,4.0,68.0,17.0,10.0,58.0,6.0,34.0,5.0,86.0,4.0,14.0,10.0,87.0,16.0,55.0,15.0,13.0,8.0,55.0,18.0,3.0,7.0,8.0,39.0,38.0,14.0,39.0,2.0,1.0,1.0,47.0,3.0,10.0,13.0,5.0,8.0,8.0,1.0,3.0,8.0,2.0,4.0,2.0,23.0,5.0,6.0,7.0,14.0,4.0,17.0,5.0,21.0,49.0,39.0,3.0,18.0,5.0,1.0,1.0,8.0,6.0,0.0,1.0,1.0,32.0,3/5/12
5317,1.0,5.0,39.0,4.0,68.0,17.0,10.0,58.0,6.0,34.0,5.0,86.0,4.0,14.0,10.0,87.0,16.0,55.0,15.0,13.0,8.0,55.0,18.0,3.0,7.0,8.0,39.0,38.0,14.0,39.0,2.0,1.0,1.0,47.0,3.0,10.0,13.0,5.0,8.0,8.0,1.0,3.0,8.0,2.0,4.0,2.0,23.0,5.0,6.0,7.0,14.0,4.0,17.0,5.0,21.0,49.0,39.0,3.0,18.0,5.0,1.0,1.0,8.0,6.0,0.0,1.0,1.0,32.0,3/6/12
5318,1.0,5.0,39.0,4.0,68.0,17.0,10.0,58.0,6.0,34.0,5.0,86.0,4.0,14.0,10.0,87.0,16.0,55.0,15.0,13.0,8.0,55.0,18.0,3.0,7.0,8.0,39.0,38.0,14.0,39.0,2.0,1.0,1.0,47.0,3.0,10.0,13.0,5.0,8.0,8.0,1.0,3.0,8.0,2.0,4.0,2.0,23.0,5.0,6.0,7.0,14.0,4.0,17.0,5.0,21.0,49.0,39.0,3.0,18.0,5.0,1.0,1.0,8.0,6.0,0.0,1.0,1.0,32.0,3/7/12
5319,1.0,5.0,39.0,4.0,68.0,17.0,10.0,58.0,6.0,34.0,5.0,86.0,4.0,14.0,10.0,87.0,16.0,55.0,15.0,13.0,8.0,55.0,18.0,3.0,7.0,8.0,39.0,38.0,14.0,39.0,2.0,1.0,1.0,47.0,3.0,10.0,13.0,5.0,8.0,8.0,1.0,3.0,8.0,2.0,4.0,2.0,23.0,5.0,6.0,7.0,14.0,4.0,17.0,5.0,21.0,49.0,39.0,3.0,18.0,5.0,1.0,1.0,8.0,6.0,0.0,1.0,1.0,32.0,3/8/12
5320,1.0,5.0,39.0,4.0,68.0,17.0,10.0,58.0,6.0,34.0,5.0,86.0,4.0,14.0,10.0,87.0,16.0,55.0,15.0,13.0,8.0,55.0,18.0,3.0,7.0,8.0,39.0,38.0,14.0,39.0,2.0,1.0,1.0,47.0,3.0,10.0,13.0,5.0,8.0,8.0,1.0,3.0,8.0,2.0,4.0,2.0,23.0,5.0,6.0,7.0,14.0,4.0,17.0,5.0,21.0,49.0,39.0,3.0,18.0,5.0,1.0,1.0,8.0,6.0,0.0,1.0,1.0,32.0,3/9/12
5321,1.0,5.0,39.0,4.0,68.0,17.0,10.0,58.0,6.0,34.0,5.0,86.0,4.0,14.0,10.0,87.0,16.0,55.0,15.0,13.0,8.0,55.0,18.0,3.0,7.0,8.0,39.0,38.0,14.0,39.0,2.0,1.0,1.0,47.0,3.0,10.0,13.0,5.0,8.0,8.0,1.0,3.0,8.0,2.0,4.0,2.0,23.0,5.0,6.0,7.0,14.0,4.0,17.0,5.0,21.0,49.0,39.0,3.0,18.0,5.0,1.0,1.0,8.0,6.0,0.0,1.0,1.0,32.0,3/12/12
5322,1.0,5.0,39.0,4.0,68.0,17.0,10.0,58.0,6.0,34.0,5.0,86.0,4.0,14.0,10.0,87.0,16.0,55.0,15.0,13.0,8.0,55.0,18.0,3.0,7.0,8.0,39.0,38.0,14.0,39.0,2.0,1.0,1.0,47.0,3.0,10.0,13.0,5.0,8.0,8.0,1.0,3.0,8.0,2.0,4.0,2.0,23.0,5.0,6.0,7.0,14.0,4.0,17.0,5.0,21.0,49.0,39.0,3.0,18.0,5.0,1.0,1.0,8.0,6.0,0.0,1.0,1.0,32.0,3/13/12
5323,1.0,5.0,39.0,4.0,68.0,17.0,10.0,58.0,6.0,34.0,5.0,86.0,4.0,14.0,10.0,87.0,16.0,55.0,15.0,13.0,8.0,55.0,18.0,3.0,7.0,8.0,39.0,38.0,14.0,39.0,2.0,1.0,1.0,47.0,3.0,10.0,13.0,5.0,8.0,8.0,1.0,3.0,8.0,2.0,4.0,2.0,23.0,5.0,6.0,7.0,14.0,4.0,17.0,5.0,21.0,49.0,39.0,3.0,18.0,5.0,1.0,1.0,8.0,6.0,0.0,1.0,1.0,32.0,3/14/12
5324,1.0,5.0,39.0,4.0,68.0,17.0,10.0,58.0,6.0,34.0,5.0,86.0,4.0,14.0,10.0,87.0,16.0,55.0,15.0,13.0,8.0,55.0,18.0,3.0,7.0,8.0,39.0,38.0,14.0,39.0,2.0,1.0,1.0,47.0,3.0,10.0,13.0,5.0,8.0,8.0,1.0,3.0,8.0,2.0,4.0,2.0,23.0,5.0,6.0,7.0,14.0,4.0,17.0,5.0,21.0,49.0,39.0,3.0,18.0,5.0,1.0,1.0,8.0,6.0,0.0,1.0,1.0,32.0,3/15/12
5325,1.0,5.0,39.0,4.0,68.0,17.0,10.0,58.0,6.0,34.0,5.0,86.0,4.0,14.0,10.0,87.0,16.0,55.0,15.0,13.0,8.0,55.0,18.0,3.0,7.0,8.0,39.0,38.0,14.0,39.0,2.0,1.0,1.0,47.0,3.0,10.0,13.0,5.0,8.0,8.0,1.0,3.0,8.0,2.0,4.0,2.0,23.0,5.0,6.0,7.0,14.0,4.0,17.0,5.0,21.0,49.0,39.0,3.0,18.0,5.0,1.0,1.0,8.0,6.0,0.0,1.0,1.0,32.0,3/16/12
